generation_number,alpha0y,xi,nicheidx1,amountniche1,amount_change1,nicheidx2,amountniche2,amount_change2,0,0.6,0,0,0,1,83,0
24,0.6,0.2,0,543,0,1,438,1,,,,,,,,
23,3,0.6,0,312,0,1,635,0,,,,,,,,
22,2.2,0.6,0,194,0,1,773,0,,,,,,,,
23,1.4,0.4,0,458,0,1,498,0,,,,,,,,
24,3,0.4,0,0,0,1,947,0,,,,,,,,
23,0.6,0.8,0,687,142,1,262,120,,,,,,,,
26,2.2,0.4,0,471,0,1,505,0,,,,,,,,
25,1.8,0.8,0,740,11,1,200,8,,,,,,,,
24,0.6,0.4,0,660,44,1,304,38,,,,,,,,
24,0.6,0.6,0,491,96,1,458,96,,,,,,,,
25,2.6,0.8,0,0,3,1,922,0,,,,,,,,
24,1.4,0.2,0,296,0,1,676,0,,,,,,,,
22,1.2,0.8,0,354,35,1,582,45,,,,,,,,
25,3,0.2,0,941,0,1,0,0,,,,,,,,
25,2.2,0.2,0,395,0,1,592,0,,,,,,,,
25,1.4,0.6,0,448,10,1,500,3,,,,,,,,
25,0.6,0.2,0,491,0,1,496,1,,,,,,,,
24,3,0.6,0,369,0,1,591,0,,,,,,,,
23,2.2,0.6,0,288,0,1,656,0,,,,,,,,
25,3,0.4,0,0,0,1,917,0,,,,,,,,
24,1.4,0.4,0,492,0,1,473,0,,,,,,,,
27,2.2,0.4,0,441,0,1,520,0,,,,,,,,
24,0.6,0.8,0,596,145,1,348,129,,,,,,,,
26,1.8,0.8,0,776,11,1,168,9,,,,,,,,
25,0.6,0.4,0,711,44,1,251,43,,,,,,,,
25,0.6,0.6,0,473,102,1,480,100,,,,,,,,
26,2.6,0.8,0,0,3,1,899,0,,,,,,,,
25,1.4,0.2,0,423,0,1,562,0,,,,,,,,
23,1.2,0.8,0,478,37,1,471,46,,,,,,,,
26,3,0.2,0,914,0,1,0,0,,,,,,,,
26,2.2,0.2,0,266,0,1,716,0,,,,,,,,
26,1.4,0.6,0,533,11,1,416,3,,,,,,,,
26,0.6,0.2,0,498,0,1,485,1,,,,,,,,
25,3,0.6,0,415,0,1,527,0,,,,,,,,
24,2.2,0.6,0,493,0,1,439,0,,,,,,,,
26,3,0.4,0,0,0,1,943,0,,,,,,,,
25,1.4,0.4,0,535,0,1,434,0,,,,,,,,
28,2.2,0.4,0,439,0,1,528,0,,,,,,,,
25,0.6,0.8,0,369,150,1,586,132,,,,,,,,
27,1.8,0.8,0,699,11,1,243,9,,,,,,,,
26,0.6,0.4,0,686,47,1,276,46,,,,,,,,
26,0.6,0.6,0,551,104,1,390,100,,,,,,,,
27,2.6,0.8,0,0,3,1,925,0,,,,,,,,
26,1.4,0.2,0,569,0,1,415,0,,,,,,,,
27,3,0.2,0,965,0,1,0,0,,,,,,,,
24,1.2,0.8,0,466,39,1,475,47,,,,,,,,
27,2.2,0.2,0,257,0,1,718,0,,,,,,,,
27,1.4,0.6,0,611,11,1,335,3,,,,,,,,
27,0.6,0.2,0,569,0,1,414,1,,,,,,,,
26,3,0.6,0,461,0,1,492,0,,,,,,,,
25,2.2,0.6,0,647,0,1,302,0,,,,,,,,
27,3,0.4,0,0,0,1,945,0,,,,,,,,
26,1.4,0.4,0,537,0,1,437,0,,,,,,,,
29,2.2,0.4,0,430,0,1,535,0,,,,,,,,
26,0.6,0.8,0,230,156,1,705,137,,,,,,,,
28,1.8,0.8,0,533,11,1,422,9,,,,,,,,
27,0.6,0.4,0,625,47,1,346,49,,,,,,,,
28,2.6,0.8,0,0,3,1,905,0,,,,,,,,
27,0.6,0.6,0,582,106,1,371,103,,,,,,,,
27,1.4,0.2,0,662,0,1,327,0,,,,,,,,
28,3,0.2,0,976,0,1,0,0,,,,,,,,
25,1.2,0.8,0,424,39,1,518,48,,,,,,,,
28,2.2,0.2,0,281,0,1,692,0,,,,,,,,
28,1.4,0.6,0,607,11,1,332,4,,,,,,,,
28,0.6,0.2,0,635,0,1,342,1,,,,,,,,
27,3,0.6,0,556,0,1,399,0,,,,,,,,
26,2.2,0.6,0,662,0,1,274,0,,,,,,,,
27,1.4,0.4,0,524,0,1,456,0,,,,,,,,
28,3,0.4,0,0,0,1,946,0,,,,,,,,
30,2.2,0.4,0,491,0,1,462,0,,,,,,,,
27,0.6,0.8,0,208,164,1,740,141,,,,,,,,
29,1.8,0.8,0,311,11,1,624,10,,,,,,,,
28,0.6,0.4,0,544,47,1,430,50,,,,,,,,
29,2.6,0.8,0,0,3,1,950,0,,,,,,,,
28,1.4,0.2,0,667,0,1,321,0,,,,,,,,
28,0.6,0.6,0,579,108,1,374,109,,,,,,,,
29,3,0.2,0,960,0,1,0,0,,,,,,,,
26,1.2,0.8,0,389,42,1,553,51,,,,,,,,
29,2.2,0.2,0,403,0,1,574,0,,,,,,,,
29,0.6,0.2,0,634,0,1,330,1,,,,,,,,
29,1.4,0.6,0,600,12,1,351,4,,,,,,,,
28,3,0.6,0,564,0,1,379,0,,,,,,,,
27,2.2,0.6,0,650,0,1,305,0,,,,,,,,
29,3,0.4,0,0,0,1,896,0,,,,,,,,
28,1.4,0.4,0,478,0,1,489,0,,,,,,,,
31,2.2,0.4,0,498,0,1,463,0,,,,,,,,
28,0.6,0.8,0,260,171,1,695,142,,,,,,,,
30,1.8,0.8,0,243,11,1,701,10,,,,,,,,
29,0.6,0.4,0,429,48,1,521,53,,,,,,,,
30,2.6,0.8,0,0,3,1,927,0,,,,,,,,
29,1.4,0.2,0,651,0,1,338,0,,,,,,,,
29,0.6,0.6,0,647,109,1,320,110,,,,,,,,
30,3,0.2,0,982,0,1,0,0,,,,,,,,
27,1.2,0.8,0,389,46,1,572,52,,,,,,,,
30,2.2,0.2,0,551,0,1,433,0,,,,,,,,
30,1.4,0.6,0,567,12,1,377,4,,,,,,,,
30,0.6,0.2,0,521,0,1,452,1,,,,,,,,
29,3,0.6,0,512,0,1,439,0,,,,,,,,
28,2.2,0.6,0,540,0,1,400,0,,,,,,,,
30,3,0.4,0,0,0,1,946,0,,,,,,,,
29,1.4,0.4,0,457,0,1,511,0,,,,,,,,
32,2.2,0.4,0,430,0,1,522,0,,,,,,,,
31,1.8,0.8,0,285,13,1,665,10,,,,,,,,
29,0.6,0.8,0,332,179,1,605,145,,,,,,,,
30,0.6,0.4,0,380,48,1,585,55,,,,,,,,
31,2.6,0.8,0,0,3,1,891,0,,,,,,,,
30,1.4,0.2,0,603,0,1,376,0,,,,,,,,
30,0.6,0.6,0,732,110,1,218,122,,,,,,,,
31,3,0.2,0,953,0,1,0,0,,,,,,,,
31,2.2,0.2,0,634,0,1,341,0,,,,,,,,
28,1.2,0.8,0,348,46,1,602,52,,,,,,,,
31,0.6,0.2,0,420,0,1,568,2,,,,,,,,
31,1.4,0.6,0,560,13,1,389,4,,,,,,,,
30,3,0.6,0,460,0,1,491,0,,,,,,,,
29,2.2,0.6,0,403,0,1,561,0,,,,,,,,
31,3,0.4,0,0,0,1,947,0,,,,,,,,
30,1.4,0.4,0,472,0,1,495,0,,,,,,,,
33,2.2,0.4,0,398,0,1,582,0,,,,,,,,
32,1.8,0.8,0,441,13,1,501,10,,,,,,,,
30,0.6,0.8,0,407,188,1,540,151,,,,,,,,
31,0.6,0.4,0,377,53,1,581,56,,,,,,,,
32,2.6,0.8,0,0,3,1,950,0,,,,,,,,
31,1.4,0.2,0,525,0,1,453,0,,,,,,,,
31,0.6,0.6,0,782,113,1,158,130,,,,,,,,
32,3,0.2,0,974,0,1,0,0,,,,,,,,
32,2.2,0.2,0,652,0,1,331,0,,,,,,,,
29,1.2,0.8,0,310,47,1,626,53,,,,,,,,
32,1.4,0.6,0,501,14,1,445,4,,,,,,,,
32,0.6,0.2,0,394,0,1,589,2,,,,,,,,
31,3,0.6,0,510,0,1,450,0,,,,,,,,
30,2.2,0.6,0,300,0,1,656,0,,,,,,,,
32,3,0.4,0,0,0,1,900,0,,,,,,,,
34,2.2,0.4,0,360,0,1,599,0,,,,,,,,
31,1.4,0.4,0,519,0,1,441,0,,,,,,,,
33,1.8,0.8,0,587,14,1,371,12,,,,,,,,
31,0.6,0.8,0,433,194,1,517,159,,,,,,,,
32,0.6,0.4,0,438,56,1,527,58,,,,,,,,
33,2.6,0.8,0,0,3,1,928,0,,,,,,,,
32,1.4,0.2,0,419,0,1,563,0,,,,,,,,
32,0.6,0.6,0,832,113,1,114,144,,,,,,,,
33,3,0.2,0,928,0,1,0,0,,,,,,,,
33,2.2,0.2,0,648,0,1,340,0,,,,,,,,
30,1.2,0.8,0,238,50,1,682,54,,,,,,,,
33,1.4,0.6,0,408,14,1,538,4,,,,,,,,
33,0.6,0.2,0,462,0,1,506,2,,,,,,,,
32,3,0.6,0,573,0,1,385,0,,,,,,,,
31,2.2,0.6,0,227,0,1,723,0,,,,,,,,
33,3,0.4,0,0,0,1,944,0,,,,,,,,
35,2.2,0.4,0,382,0,1,589,0,,,,,,,,
32,1.4,0.4,0,519,0,1,437,0,,,,,,,,
34,1.8,0.8,0,564,14,1,373,12,,,,,,,,
32,0.6,0.8,0,395,195,1,556,166,,,,,,,,
33,0.6,0.4,0,438,57,1,525,61,,,,,,,,
34,2.6,0.8,0,0,3,1,922,0,,,,,,,,
33,1.4,0.2,0,431,0,1,550,0,,,,,,,,
33,0.6,0.6,0,787,113,1,153,156,,,,,,,,
34,3,0.2,0,965,0,1,0,0,,,,,,,,
34,2.2,0.2,0,626,0,1,352,0,,,,,,,,
34,1.4,0.6,0,365,14,1,562,4,,,,,,,,
34,0.6,0.2,0,627,0,1,357,2,,,,,,,,
31,1.2,0.8,0,236,51,1,681,54,,,,,,,,
33,3,0.6,0,645,0,1,322,0,,,,,,,,
32,2.2,0.6,0,229,0,1,714,0,,,,,,,,
34,3,0.4,0,0,0,1,915,0,,,,,,,,
33,1.4,0.4,0,519,0,1,452,0,,,,,,,,
36,2.2,0.4,0,408,0,1,560,0,,,,,,,,
35,1.8,0.8,0,467,14,1,467,13,,,,,,,,
33,0.6,0.8,0,360,203,1,598,168,,,,,,,,
34,0.6,0.4,0,467,59,1,501,63,,,,,,,,
35,2.6,0.8,0,0,3,1,931,0,,,,,,,,
34,1.4,0.2,0,433,0,1,554,0,,,,,,,,
34,0.6,0.6,0,656,113,1,289,164,,,,,,,,
35,3,0.2,0,955,0,1,0,0,,,,,,,,
35,2.2,0.2,0,638,0,1,345,0,,,,,,,,
35,1.4,0.6,0,406,14,1,548,4,,,,,,,,
35,0.6,0.2,0,745,0,1,237,2,,,,,,,,
32,1.2,0.8,0,230,56,1,715,54,,,,,,,,
34,3,0.6,0,589,0,1,363,0,,,,,,,,
33,2.2,0.6,0,345,0,1,599,0,,,,,,,,
35,3,0.4,0,0,0,1,892,0,,,,,,,,
34,1.4,0.4,0,450,0,1,499,0,,,,,,,,
37,2.2,0.4,0,422,0,1,535,0,,,,,,,,
36,1.8,0.8,0,348,14,1,608,14,,,,,,,,
35,0.6,0.4,0,493,60,1,475,66,,,,,,,,
34,0.6,0.8,0,371,209,1,545,173,,,,,,,,
36,2.6,0.8,0,0,3,1,946,0,,,,,,,,
35,1.4,0.2,0,485,0,1,500,0,,,,,,,,
35,0.6,0.6,0,439,114,1,520,166,,,,,,,,
36,3,0.2,0,931,0,1,0,0,,,,,,,,
36,2.2,0.2,0,664,0,1,321,0,,,,,,,,
36,1.4,0.6,0,459,14,1,496,4,,,,,,,,
36,0.6,0.2,0,692,0,1,288,2,,,,,,,,
33,1.2,0.8,0,284,59,1,664,54,,,,,,,,
35,3,0.6,0,403,0,1,547,0,,,,,,,,
34,2.2,0.6,0,556,0,1,407,0,,,,,,,,
36,3,0.4,0,0,0,1,943,0,,,,,,,,
37,1.8,0.8,0,346,15,1,615,14,,,,,,,,
35,1.4,0.4,0,450,0,1,525,0,,,,,,,,
38,2.2,0.4,0,400,0,1,564,0,,,,,,,,
36,0.6,0.4,0,493,63,1,475,68,,,,,,,,
35,0.6,0.8,0,494,213,1,456,183,,,,,,,,
37,2.6,0.8,0,0,3,1,936,0,,,,,,,,
36,1.4,0.2,0,523,0,1,454,0,,,,,,,,
36,0.6,0.6,0,297,120,1,654,167,,,,,,,,
37,3,0.2,0,933,0,1,0,0,,,,,,,,
37,2.2,0.2,0,629,0,1,347,0,,,,,,,,
37,1.4,0.6,0,479,14,1,466,4,,,,,,,,
37,0.6,0.2,0,486,0,1,499,2,,,,,,,,
34,1.2,0.8,0,348,60,1,581,56,,,,,,,,
36,3,0.6,0,250,0,1,701,0,,,,,,,,
35,2.2,0.6,0,675,0,1,275,0,,,,,,,,
37,3,0.4,0,0,0,1,937,0,,,,,,,,
36,1.4,0.4,0,421,0,1,544,0,,,,,,,,
38,1.8,0.8,0,430,15,1,512,14,,,,,,,,
39,2.2,0.4,0,368,0,1,568,0,,,,,,,,
36,0.6,0.8,0,553,216,1,376,192,,,,,,,,
37,0.6,0.4,0,514,64,1,448,69,,,,,,,,
38,2.6,0.8,0,0,3,1,944,0,,,,,,,,
37,1.4,0.2,0,515,0,1,460,0,,,,,,,,
37,0.6,0.6,0,263,123,1,700,167,,,,,,,,
38,3,0.2,0,922,0,1,0,0,,,,,,,,
38,2.2,0.2,0,588,0,1,394,0,,,,,,,,
38,1.4,0.6,0,510,15,1,452,5,,,,,,,,
38,0.6,0.2,0,324,0,1,662,2,,,,,,,,
35,1.2,0.8,0,400,61,1,538,57,,,,,,,,
37,3,0.6,0,199,0,1,760,0,,,,,,,,
36,2.2,0.6,0,681,0,1,257,0,,,,,,,,
38,3,0.4,0,0,0,1,901,0,,,,,,,,
37,1.4,0.4,0,404,0,1,568,0,,,,,,,,
39,1.8,0.8,0,555,15,1,387,14,,,,,,,,
40,2.2,0.4,0,355,0,1,592,0,,,,,,,,
37,0.6,0.8,0,540,218,1,405,200,,,,,,,,
39,2.6,0.8,0,0,3,1,936,0,,,,,,,,
38,0.6,0.4,0,508,65,1,455,70,,,,,,,,
38,1.4,0.2,0,436,0,1,538,0,,,,,,,,
38,0.6,0.6,0,290,129,1,665,168,,,,,,,,
39,3,0.2,0,927,0,1,0,0,,,,,,,,
39,2.2,0.2,0,532,0,1,456,0,,,,,,,,
39,1.4,0.6,0,503,15,1,446,5,,,,,,,,
39,0.6,0.2,0,277,0,1,704,2,,,,,,,,
36,1.2,0.8,0,440,62,1,497,58,,,,,,,,
38,3,0.6,0,207,0,1,738,0,,,,,,,,
39,3,0.4,0,0,0,1,953,0,,,,,,,,
37,2.2,0.6,0,693,0,1,255,0,,,,,,,,
40,1.8,0.8,0,578,15,1,364,14,,,,,,,,
38,1.4,0.4,0,395,0,1,567,0,,,,,,,,
41,2.2,0.4,0,402,0,1,557,0,,,,,,,,
38,0.6,0.8,0,482,222,1,469,206,,,,,,,,
40,2.6,0.8,0,0,3,1,930,0,,,,,,,,
39,0.6,0.4,0,506,66,1,453,73,,,,,,,,
39,1.4,0.2,0,447,0,1,525,0,,,,,,,,
40,3,0.2,0,905,0,1,0,0,,,,,,,,
39,0.6,0.6,0,329,129,1,632,171,,,,,,,,
40,2.2,0.2,0,484,0,1,504,0,,,,,,,,
40,0.6,0.2,0,369,0,1,600,2,,,,,,,,
40,1.4,0.6,0,460,15,1,488,5,,,,,,,,
37,1.2,0.8,0,484,65,1,454,62,,,,,,,,
39,3,0.6,0,322,0,1,619,0,,,,,,,,
38,2.2,0.6,0,700,0,1,262,0,,,,,,,,
40,3,0.4,0,0,0,1,945,0,,,,,,,,
39,1.4,0.4,0,409,0,1,553,0,,,,,,,,
41,1.8,0.8,0,523,15,1,423,14,,,,,,,,
42,2.2,0.4,0,479,0,1,495,0,,,,,,,,
41,2.6,0.8,0,0,3,1,929,0,,,,,,,,
39,0.6,0.8,0,386,225,1,554,209,,,,,,,,
40,1.4,0.2,0,483,0,1,500,0,,,,,,,,
40,0.6,0.4,0,525,67,1,442,74,,,,,,,,
41,3,0.2,0,953,0,1,0,0,,,,,,,,
40,0.6,0.6,0,422,130,1,531,174,,,,,,,,
41,2.2,0.2,0,461,0,1,526,0,,,,,,,,
41,0.6,0.2,0,516,0,1,446,2,,,,,,,,
41,1.4,0.6,0,415,15,1,544,5,,,,,,,,
38,1.2,0.8,0,506,66,1,429,63,,,,,,,,
40,3,0.6,0,559,0,1,392,0,,,,,,,,
39,2.2,0.6,0,642,0,1,307,0,,,,,,,,
41,3,0.4,0,0,0,1,929,0,,,,,,,,
42,1.8,0.8,0,436,15,1,528,14,,,,,,,,
40,1.4,0.4,0,442,0,1,524,0,,,,,,,,
43,2.2,0.4,0,590,0,1,371,0,,,,,,,,
42,2.6,0.8,0,0,3,1,936,0,,,,,,,,
40,0.6,0.8,0,322,232,1,620,214,,,,,,,,
41,1.4,0.2,0,520,0,1,466,0,,,,,,,,
42,3,0.2,0,965,0,1,0,0,,,,,,,,
41,0.6,0.4,0,507,69,1,457,77,,,,,,,,
41,0.6,0.6,0,608,132,1,348,175,,,,,,,,
42,2.2,0.2,0,485,0,1,509,0,,,,,,,,
42,1.4,0.6,0,358,15,1,579,5,,,,,,,,
42,0.6,0.2,0,617,0,1,362,2,,,,,,,,
39,1.2,0.8,0,597,66,1,339,68,,,,,,,,
41,3,0.6,0,679,0,1,262,0,,,,,,,,
40,2.2,0.6,0,585,0,1,360,0,,,,,,,,
42,3,0.4,0,0,0,1,965,0,,,,,,,,
43,1.8,0.8,0,416,15,1,523,15,,,,,,,,
41,1.4,0.4,0,537,0,1,423,0,,,,,,,,
43,2.6,0.8,0,0,3,1,860,0,,,,,,,,
44,2.2,0.4,0,623,0,1,337,0,,,,,,,,
41,0.6,0.8,0,369,239,1,586,218,,,,,,,,
42,1.4,0.2,0,531,0,1,451,0,,,,,,,,
43,3,0.2,0,905,0,1,0,0,,,,,,,,
42,0.6,0.4,0,475,69,1,480,80,,,,,,,,
42,0.6,0.6,0,745,133,1,225,182,,,,,,,,
43,2.2,0.2,0,510,0,1,465,0,,,,,,,,
43,1.4,0.6,0,316,15,1,632,5,,,,,,,,
43,0.6,0.2,0,642,0,1,340,2,,,,,,,,
40,1.2,0.8,0,664,67,1,272,72,,,,,,,,
42,3,0.6,0,664,0,1,295,0,,,,,,,,
41,2.2,0.6,0,511,0,1,445,0,,,,,,,,
43,3,0.4,0,0,0,1,927,0,,,,,,,,
44,1.8,0.8,0,466,15,1,465,15,,,,,,,,
42,1.4,0.4,0,599,0,1,373,0,,,,,,,,
44,2.6,0.8,0,0,3,1,878,0,,,,,,,,
45,2.2,0.4,0,593,0,1,363,0,,,,,,,,
42,0.6,0.8,0,429,247,1,525,223,,,,,,,,
43,1.4,0.2,0,534,0,1,451,0,,,,,,,,
44,3,0.2,0,965,0,1,0,0,,,,,,,,
43,0.6,0.6,0,819,133,1,116,187,,,,,,,,
43,0.6,0.4,0,507,69,1,455,83,,,,,,,,
44,2.2,0.2,0,576,0,1,405,0,,,,,,,,
44,1.4,0.6,0,375,15,1,566,5,,,,,,,,
44,0.6,0.2,0,579,0,1,404,2,,,,,,,,
41,1.2,0.8,0,686,69,1,267,75,,,,,,,,
43,3,0.6,0,610,0,1,339,0,,,,,,,,
42,2.2,0.6,0,465,0,1,487,0,,,,,,,,
43,1.4,0.4,0,609,0,1,350,0,,,,,,,,
45,1.8,0.8,0,549,15,1,406,15,,,,,,,,
44,3,0.4,0,0,0,1,966,0,,,,,,,,
45,2.6,0.8,0,0,3,1,933,0,,,,,,,,
46,2.2,0.4,0,500,0,1,465,0,,,,,,,,
43,0.6,0.8,0,422,256,1,524,228,,,,,,,,
44,1.4,0.2,0,527,0,1,444,0,,,,,,,,
45,3,0.2,0,966,0,1,0,0,,,,,,,,
44,0.6,0.4,0,579,71,1,387,84,,,,,,,,
44,0.6,0.6,0,850,134,1,100,191,,,,,,,,
45,2.2,0.2,0,602,0,1,386,0,,,,,,,,
45,1.4,0.6,0,484,15,1,474,6,,,,,,,,
45,0.6,0.2,0,490,0,1,501,2,,,,,,,,
42,1.2,0.8,0,683,69,1,259,78,,,,,,,,
44,3,0.6,0,528,0,1,431,0,,,,,,,,
43,2.2,0.6,0,509,0,1,440,0,,,,,,,,
44,1.4,0.4,0,530,0,1,437,0,,,,,,,,
46,1.8,0.8,0,558,15,1,383,15,,,,,,,,
45,3,0.4,0,0,0,1,972,0,,,,,,,,
46,2.6,0.8,0,0,3,1,923,0,,,,,,,,
47,2.2,0.4,0,419,0,1,548,0,,,,,,,,
44,0.6,0.8,0,391,265,1,560,233,,,,,,,,
45,1.4,0.2,0,532,0,1,453,0,,,,,,,,
46,3,0.2,0,932,0,1,0,0,,,,,,,,
45,0.6,0.6,0,783,134,1,169,197,,,,,,,,
45,0.6,0.4,0,619,74,1,344,86,,,,,,,,
46,2.2,0.2,0,562,0,1,418,0,,,,,,,,
46,1.4,0.6,0,568,15,1,374,7,,,,,,,,
46,0.6,0.2,0,347,0,1,634,2,,,,,,,,
43,1.2,0.8,0,628,69,1,315,82,,,,,,,,
45,3,0.6,0,419,0,1,539,0,,,,,,,,
44,2.2,0.6,0,525,0,1,411,0,,,,,,,,
45,1.4,0.4,0,470,0,1,499,0,,,,,,,,
46,3,0.4,0,0,0,1,970,0,,,,,,,,
47,1.8,0.8,0,506,16,1,434,15,,,,,,,,
47,2.6,0.8,0,0,3,1,940,0,,,,,,,,
48,2.2,0.4,0,405,0,1,554,0,,,,,,,,
45,0.6,0.8,0,351,269,1,601,235,,,,,,,,
46,1.4,0.2,0,506,0,1,486,0,,,,,,,,
47,3,0.2,0,977,0,1,0,0,,,,,,,,
46,0.6,0.6,0,555,137,1,398,203,,,,,,,,
46,0.6,0.4,0,659,75,1,304,88,,,,,,,,
47,2.2,0.2,0,542,0,1,446,0,,,,,,,,
47,1.4,0.6,0,610,17,1,342,7,,,,,,,,
47,0.6,0.2,0,302,0,1,685,2,,,,,,,,
44,1.2,0.8,0,437,69,1,497,85,,,,,,,,
46,3,0.6,0,376,0,1,579,0,,,,,,,,
45,2.2,0.6,0,509,0,1,443,0,,,,,,,,
46,1.4,0.4,0,424,0,1,534,0,,,,,,,,
47,3,0.4,0,0,0,1,926,0,,,,,,,,
48,1.8,0.8,0,374,16,1,573,15,,,,,,,,
48,2.6,0.8,0,0,3,1,911,0,,,,,,,,
49,2.2,0.4,0,437,0,1,541,0,,,,,,,,
47,1.4,0.2,0,483,0,1,496,0,,,,,,,,
46,0.6,0.8,0,326,277,1,624,238,,,,,,,,
48,3,0.2,0,955,0,1,0,0,,,,,,,,
47,0.6,0.6,0,403,142,1,555,204,,,,,,,,
47,0.6,0.4,0,534,76,1,418,88,,,,,,,,
48,2.2,0.2,0,462,0,1,515,0,,,,,,,,
48,1.4,0.6,0,566,17,1,393,7,,,,,,,,
48,0.6,0.2,0,293,0,1,696,2,,,,,,,,
45,1.2,0.8,0,266,70,1,683,87,,,,,,,,
47,3,0.6,0,364,0,1,586,0,,,,,,,,
46,2.2,0.6,0,443,0,1,506,0,,,,,,,,
47,1.4,0.4,0,411,0,1,549,0,,,,,,,,
49,1.8,0.8,0,268,17,1,687,15,,,,,,,,
48,3,0.4,0,0,0,1,941,0,,,,,,,,
49,2.6,0.8,0,0,3,1,934,0,,,,,,,,
50,2.2,0.4,0,451,0,1,501,0,,,,,,,,
48,1.4,0.2,0,507,0,1,475,0,,,,,,,,
47,0.6,0.8,0,390,283,1,558,244,,,,,,,,
48,0.6,0.6,0,423,145,1,523,208,,,,,,,,
49,3,0.2,0,965,0,1,0,0,,,,,,,,
48,0.6,0.4,0,408,76,1,558,89,,,,,,,,
49,2.2,0.2,0,411,0,1,559,0,,,,,,,,
49,1.4,0.6,0,533,19,1,423,8,,,,,,,,
49,0.6,0.2,0,333,0,1,650,2,,,,,,,,
46,1.2,0.8,0,227,73,1,702,90,,,,,,,,
48,3,0.6,0,401,0,1,558,0,,,,,,,,
47,2.2,0.6,0,386,0,1,564,0,,,,,,,,
48,1.4,0.4,0,439,0,1,525,0,,,,,,,,
50,1.8,0.8,0,224,21,1,713,15,,,,,,,,
49,3,0.4,0,0,0,1,961,0,,,,,,,,
50,2.6,0.8,0,0,3,1,943,0,,,,,,,,
51,2.2,0.4,0,505,0,1,454,0,,,,,,,,
49,1.4,0.2,0,476,0,1,515,0,,,,,,,,
48,0.6,0.8,0,543,290,1,399,249,,,,,,,,
49,0.6,0.6,0,564,147,1,401,216,,,,,,,,
50,3,0.2,0,947,0,1,0,0,,,,,,,,
49,0.6,0.4,0,300,83,1,673,89,,,,,,,,
50,2.2,0.2,0,440,0,1,541,0,,,,,,,,
50,1.4,0.6,0,563,19,1,378,8,,,,,,,,
50,0.6,0.2,0,401,0,1,578,2,,,,,,,,
47,1.2,0.8,0,378,77,1,545,90,,,,,,,,
49,3,0.6,0,363,0,1,566,0,,,,,,,,
48,2.2,0.6,0,388,0,1,562,0,,,,,,,,
49,1.4,0.4,0,442,0,1,520,0,,,,,,,,
51,1.8,0.8,0,174,21,1,780,15,,,,,,,,
50,3,0.4,0,0,0,1,943,0,,,,,,,,
51,2.6,0.8,0,0,3,1,942,0,,,,,,,,
52,2.2,0.4,0,545,0,1,383,0,,,,,,,,
50,1.4,0.2,0,448,0,1,518,0,,,,,,,,
49,0.6,0.8,0,715,293,1,231,253,,,,,,,,
51,3,0.2,0,952,0,1,0,0,,,,,,,,
50,0.6,0.6,0,618,147,1,346,225,,,,,,,,
50,0.6,0.4,0,309,84,1,658,89,,,,,,,,
51,2.2,0.2,0,563,0,1,403,0,,,,,,,,
51,1.4,0.6,0,628,19,1,325,8,,,,,,,,
51,0.6,0.2,0,416,0,1,568,2,,,,,,,,
48,1.2,0.8,0,638,79,1,307,90,,,,,,,,
50,3,0.6,0,342,0,1,603,0,,,,,,,,
49,2.2,0.6,0,459,0,1,487,0,,,,,,,,
50,1.4,0.4,0,447,0,1,505,0,,,,,,,,
52,1.8,0.8,0,148,21,1,788,15,,,,,,,,
51,3,0.4,0,0,0,1,941,0,,,,,,,,
52,2.6,0.8,0,0,3,1,940,0,,,,,,,,
53,2.2,0.4,0,534,0,1,423,0,,,,,,,,
51,1.4,0.2,0,442,0,1,539,0,,,,,,,,
52,3,0.2,0,917,0,1,0,0,,,,,,,,
50,0.6,0.8,0,785,297,1,173,259,,,,,,,,
51,0.6,0.6,0,589,150,1,367,235,,,,,,,,
51,0.6,0.4,0,345,86,1,603,89,,,,,,,,
52,2.2,0.2,0,668,0,1,305,0,,,,,,,,
52,1.4,0.6,0,653,21,1,288,10,,,,,,,,
52,0.6,0.2,0,412,0,1,573,2,,,,,,,,
49,1.2,0.8,0,777,80,1,159,93,,,,,,,,
51,3,0.6,0,397,0,1,558,0,,,,,,,,
50,2.2,0.6,0,571,0,1,381,0,,,,,,,,
51,1.4,0.4,0,482,0,1,484,0,,,,,,,,
53,1.8,0.8,0,218,21,1,726,15,,,,,,,,
52,3,0.4,0,0,0,1,948,0,,,,,,,,
53,2.6,0.8,0,0,3,1,917,0,,,,,,,,
52,1.4,0.2,0,439,0,1,510,0,,,,,,,,
54,2.2,0.4,0,456,0,1,513,0,,,,,,,,
52,0.6,0.6,0,486,152,1,463,240,,,,,,,,
53,3,0.2,0,962,0,1,0,0,,,,,,,,
51,0.6,0.8,0,678,303,1,233,264,,,,,,,,
52,0.6,0.4,0,339,88,1,620,90,,,,,,,,
53,1.4,0.6,0,642,21,1,316,10,,,,,,,,
53,2.2,0.2,0,642,0,1,334,0,,,,,,,,
53,0.6,0.2,0,437,0,1,523,3,,,,,,,,
50,1.2,0.8,0,813,80,1,121,96,,,,,,,,
52,3,0.6,0,466,0,1,474,0,,,,,,,,
51,2.2,0.6,0,613,0,1,345,0,,,,,,,,
52,1.4,0.4,0,464,0,1,495,0,,,,,,,,
54,1.8,0.8,0,338,21,1,599,15,,,,,,,,
53,3,0.4,0,0,0,1,925,0,,,,,,,,
