generation_number,alpha0y,xi,nicheidx1,amountniche1,amount_change1,nicheidx2,amountniche2,amount_change2,0,0.6,0,0,0,1,83,0
82,2.8,1,0,939,0,1,0,8,,,,,,,,
84,0,1.6,0,724,19775,1,209,14546,,,,,,,,
83,1.2,1.2,0,638,304,1,301,378,,,,,,,,
81,1.2,1.4,0,443,407,1,486,368,,,,,,,,
85,3.2,1.4,0,926,0,1,0,53,,,,,,,,
85,2.4,1.4,0,0,153,1,924,23,,,,,,,,
84,0.4,1.2,0,275,754,1,673,792,,,,,,,,
84,0.4,1,0,599,734,1,346,681,,,,,,,,
88,3.8,0.8,0,933,0,1,0,1,,,,,,,,
84,2,1.2,0,309,78,1,628,95,,,,,,,,
85,1.2,1,0,184,221,1,760,239,,,,,,,,
83,0.4,1.4,0,614,798,1,311,756,,,,,,,,
84,0.8,1.6,0,601,649,1,308,631,,,,,,,,
79,1.8,1.4,0,876,185,1,60,203,,,,,,,,
85,2,1,0,394,64,1,539,43,,,,,,,,
84,2.8,1.2,0,945,0,1,0,45,,,,,,,,
83,2.8,1,0,885,0,1,0,8,,,,,,,,
85,0,1.6,0,674,19862,1,260,14561,,,,,,,,
84,1.2,1.2,0,579,307,1,361,384,,,,,,,,
82,1.2,1.4,0,507,413,1,423,371,,,,,,,,
86,2.4,1.4,0,0,155,1,866,23,,,,,,,,
86,3.2,1.4,0,932,0,1,0,55,,,,,,,,
85,0.4,1.2,0,471,761,1,476,798,,,,,,,,
85,0.4,1,0,630,740,1,310,692,,,,,,,,
89,3.8,0.8,0,916,0,1,0,1,,,,,,,,
86,1.2,1,0,252,226,1,689,241,,,,,,,,
85,2,1.2,0,374,79,1,556,96,,,,,,,,
84,0.4,1.4,0,502,801,1,431,766,,,,,,,,
85,0.8,1.6,0,519,661,1,412,646,,,,,,,,
80,1.8,1.4,0,880,186,1,47,208,,,,,,,,
86,2,1,0,471,64,1,470,44,,,,,,,,
85,2.8,1.2,0,919,0,1,0,45,,,,,,,,
84,2.8,1,0,928,0,1,0,10,,,,,,,,
85,1.2,1.2,0,534,311,1,399,391,,,,,,,,
86,0,1.6,0,559,19884,1,386,14574,,,,,,,,
83,1.2,1.4,0,527,421,1,401,381,,,,,,,,
87,2.4,1.4,0,0,157,1,949,23,,,,,,,,
87,3.2,1.4,0,915,0,1,0,55,,,,,,,,
86,0.4,1.2,0,647,765,1,287,818,,,,,,,,
86,0.4,1,0,537,754,1,398,709,,,,,,,,
90,3.8,0.8,0,929,0,1,0,1,,,,,,,,
87,1.2,1,0,319,230,1,628,242,,,,,,,,
86,2,1.2,0,521,79,1,410,97,,,,,,,,
85,0.4,1.4,0,384,807,1,551,774,,,,,,,,
86,0.8,1.6,0,432,669,1,483,650,,,,,,,,
81,1.8,1.4,0,860,186,1,53,214,,,,,,,,
87,2,1,0,515,64,1,430,44,,,,,,,,
86,2.8,1.2,0,851,0,1,0,46,,,,,,,,
85,2.8,1,0,940,0,1,0,10,,,,,,,,
86,1.2,1.2,0,511,313,1,424,396,,,,,,,,
87,0,1.6,0,910,20344,1,20,14585,,,,,,,,
84,1.2,1.4,0,518,428,1,399,389,,,,,,,,
88,2.4,1.4,0,0,158,1,936,23,,,,,,,,
88,3.2,1.4,0,897,0,1,0,56,,,,,,,,
87,0.4,1.2,0,731,770,1,218,829,,,,,,,,
91,3.8,0.8,0,926,0,1,0,1,,,,,,,,
87,0.4,1,0,419,763,1,521,717,,,,,,,,
87,2,1.2,0,677,80,1,265,97,,,,,,,,
88,1.2,1,0,327,235,1,611,244,,,,,,,,
86,0.4,1.4,0,393,815,1,552,785,,,,,,,,
87,0.8,1.6,0,347,678,1,577,660,,,,,,,,
82,1.8,1.4,0,846,187,1,81,218,,,,,,,,
88,2,1,0,609,64,1,339,44,,,,,,,,
87,2.8,1.2,0,929,0,1,0,46,,,,,,,,
87,1.2,1.2,0,528,319,1,403,399,,,,,,,,
86,2.8,1,0,935,0,1,0,10,,,,,,,,
88,0,1.6,0,871,20345,1,54,14641,,,,,,,,
85,1.2,1.4,0,467,432,1,440,393,,,,,,,,
89,2.4,1.4,0,0,162,1,873,23,,,,,,,,
89,3.2,1.4,0,929,0,1,0,57,,,,,,,,
88,0.4,1.2,0,698,774,1,245,841,,,,,,,,
92,3.8,0.8,0,911,0,1,0,1,,,,,,,,
88,0.4,1,0,337,776,1,598,725,,,,,,,,
88,2,1.2,0,737,81,1,197,99,,,,,,,,
89,1.2,1,0,330,236,1,596,250,,,,,,,,
87,0.4,1.4,0,426,831,1,511,801,,,,,,,,
83,1.8,1.4,0,742,187,1,80,221,,,,,,,,
88,0.8,1.6,0,318,695,1,621,664,,,,,,,,
89,2,1,0,649,64,1,274,44,,,,,,,,
88,2.8,1.2,0,929,0,1,0,46,,,,,,,,
88,1.2,1.2,0,548,323,1,402,400,,,,,,,,
87,2.8,1,0,917,0,1,0,10,,,,,,,,
89,0,1.6,0,866,20372,1,75,14668,,,,,,,,
86,1.2,1.4,0,250,440,1,666,397,,,,,,,,
90,2.4,1.4,0,0,163,1,915,23,,,,,,,,
90,3.2,1.4,0,929,0,1,0,57,,,,,,,,
89,0.4,1.2,0,561,778,1,387,853,,,,,,,,
93,3.8,0.8,0,867,0,1,0,1,,,,,,,,
89,2,1.2,0,706,81,1,233,100,,,,,,,,
90,1.2,1,0,362,242,1,582,251,,,,,,,,
89,0.4,1,0,408,785,1,537,735,,,,,,,,
88,0.4,1.4,0,430,844,1,503,818,,,,,,,,
84,1.8,1.4,0,899,187,1,49,226,,,,,,,,
89,0.8,1.6,0,343,708,1,596,668,,,,,,,,
90,2,1,0,630,65,1,296,47,,,,,,,,
89,2.8,1.2,0,928,0,1,0,46,,,,,,,,
89,1.2,1.2,0,548,327,1,387,408,,,,,,,,
88,2.8,1,0,934,0,1,0,10,,,,,,,,
90,0,1.6,0,819,20400,1,121,14690,,,,,,,,
87,1.2,1.4,0,168,446,1,775,399,,,,,,,,
91,2.4,1.4,0,0,164,1,917,23,,,,,,,,
91,3.2,1.4,0,874,0,1,0,57,,,,,,,,
94,3.8,0.8,0,909,0,1,0,1,,,,,,,,
90,0.4,1.2,0,372,784,1,570,861,,,,,,,,
91,1.2,1,0,383,243,1,554,253,,,,,,,,
90,2,1.2,0,613,83,1,325,103,,,,,,,,
90,0.4,1,0,495,797,1,443,746,,,,,,,,
89,0.4,1.4,0,409,859,1,538,823,,,,,,,,
85,1.8,1.4,0,927,187,1,3,230,,,,,,,,
90,0.8,1.6,0,483,714,1,462,677,,,,,,,,
91,2,1,0,524,65,1,418,48,,,,,,,,
90,2.8,1.2,0,943,0,1,0,46,,,,,,,,
90,1.2,1.2,0,484,331,1,448,415,,,,,,,,
89,2.8,1,0,937,0,1,0,10,,,,,,,,
91,0,1.6,0,739,20412,1,200,14710,,,,,,,,
88,1.2,1.4,0,168,456,1,762,402,,,,,,,,
92,2.4,1.4,0,0,165,1,930,23,,,,,,,,
92,3.2,1.4,0,936,0,1,0,58,,,,,,,,
95,3.8,0.8,0,930,0,1,0,1,,,,,,,,
91,0.4,1.2,0,272,788,1,673,866,,,,,,,,
92,1.2,1,0,423,248,1,520,257,,,,,,,,
91,2,1.2,0,494,84,1,438,103,,,,,,,,
91,0.4,1,0,567,804,1,378,756,,,,,,,,
90,0.4,1.4,0,383,869,1,546,833,,,,,,,,
86,1.8,1.4,0,907,187,1,6,236,,,,,,,,
91,0.8,1.6,0,642,720,1,294,684,,,,,,,,
92,2,1,0,341,65,1,600,48,,,,,,,,
91,2.8,1.2,0,926,0,1,0,47,,,,,,,,
91,1.2,1.2,0,444,333,1,486,418,,,,,,,,
90,2.8,1,0,846,0,1,0,10,,,,,,,,
92,0,1.6,0,666,20444,1,274,14724,,,,,,,,
89,1.2,1.4,0,328,462,1,606,403,,,,,,,,
93,2.4,1.4,0,0,168,1,841,23,,,,,,,,
93,3.2,1.4,0,889,0,1,0,58,,,,,,,,
96,3.8,0.8,0,912,0,1,0,1,,,,,,,,
92,0.4,1.2,0,243,805,1,695,870,,,,,,,,
93,1.2,1,0,468,249,1,479,259,,,,,,,,
92,2,1.2,0,362,86,1,585,103,,,,,,,,
91,0.4,1.4,0,370,880,1,559,839,,,,,,,,
92,0.4,1,0,509,807,1,440,768,,,,,,,,
87,1.8,1.4,0,826,187,1,7,242,,,,,,,,
92,0.8,1.6,0,775,721,1,169,692,,,,,,,,
93,2,1,0,287,65,1,655,48,,,,,,,,
92,2.8,1.2,0,912,0,1,0,47,,,,,,,,
92,1.2,1.2,0,471,338,1,462,421,,,,,,,,
91,2.8,1,0,881,0,1,0,10,,,,,,,,
93,0,1.6,0,899,20814,1,34,14738,,,,,,,,
90,1.2,1.4,0,582,466,1,347,408,,,,,,,,
94,2.4,1.4,0,0,169,1,891,23,,,,,,,,
97,3.8,0.8,0,927,0,1,0,1,,,,,,,,
94,3.2,1.4,0,920,0,1,0,58,,,,,,,,
93,0.4,1.2,0,253,816,1,693,875,,,,,,,,
94,1.2,1,0,487,254,1,455,264,,,,,,,,
92,0.4,1.4,0,341,898,1,587,852,,,,,,,,
93,2,1.2,0,289,88,1,645,103,,,,,,,,
93,0.4,1,0,466,814,1,470,777,,,,,,,,
88,1.8,1.4,0,923,187,1,21,244,,,,,,,,
93,0.8,1.6,0,721,726,1,135,710,,,,,,,,
94,2,1,0,316,66,1,632,48,,,,,,,,
93,2.8,1.2,0,886,0,1,0,48,,,,,,,,
93,1.2,1.2,0,519,342,1,420,426,,,,,,,,
91,1.2,1.4,0,768,468,1,166,415,,,,,,,,
92,2.8,1,0,937,0,1,0,10,,,,,,,,
94,0,1.6,0,876,20816,1,56,14780,,,,,,,,
95,2.4,1.4,0,0,172,1,804,23,,,,,,,,
95,3.2,1.4,0,605,0,1,0,58,,,,,,,,
98,3.8,0.8,0,936,0,1,0,1,,,,,,,,
94,0.4,1.2,0,281,826,1,668,877,,,,,,,,
95,1.2,1,0,457,258,1,484,265,,,,,,,,
93,0.4,1.4,0,334,914,1,612,856,,,,,,,,
94,2,1.2,0,272,90,1,665,103,,,,,,,,
94,0.4,1,0,489,826,1,462,784,,,,,,,,
89,1.8,1.4,0,892,187,1,55,246,,,,,,,,
94,0.8,1.6,0,631,729,1,307,724,,,,,,,,
95,2,1,0,392,69,1,553,48,,,,,,,,
94,2.8,1.2,0,909,0,1,0,48,,,,,,,,
94,1.2,1.2,0,543,343,1,404,428,,,,,,,,
93,2.8,1,0,886,0,1,0,10,,,,,,,,
95,0,1.6,0,824,20819,1,112,14802,,,,,,,,
92,1.2,1.4,0,793,469,1,133,422,,,,,,,,
96,2.4,1.4,0,0,175,1,917,23,,,,,,,,
96,3.2,1.4,0,943,0,1,0,59,,,,,,,,
99,3.8,0.8,0,932,0,1,0,1,,,,,,,,
95,0.4,1.2,0,319,832,1,630,885,,,,,,,,
94,0.4,1.4,0,400,921,1,536,863,,,,,,,,
96,1.2,1,0,407,260,1,537,269,,,,,,,,
95,2,1.2,0,316,90,1,607,104,,,,,,,,
95,0.4,1,0,519,832,1,411,797,,,,,,,,
90,1.8,1.4,0,756,188,1,172,252,,,,,,,,
95,0.8,1.6,0,316,738,1,620,733,,,,,,,,
96,2,1,0,454,69,1,480,48,,,,,,,,
95,2.8,1.2,0,905,0,1,0,50,,,,,,,,
95,1.2,1.2,0,494,345,1,429,433,,,,,,,,
94,2.8,1,0,918,0,1,0,10,,,,,,,,
93,1.2,1.4,0,752,469,1,188,429,,,,,,,,
96,0,1.6,0,756,20837,1,182,14828,,,,,,,,
97,2.4,1.4,0,0,177,1,895,23,,,,,,,,
0,1.6,1.6,0,31,0,1,27,0,,,,,,,,
97,3.2,1.4,0,888,0,1,0,59,,,,,,,,
96,0.4,1.2,0,422,841,1,522,895,,,,,,,,
95,0.4,1.4,0,537,932,1,413,880,,,,,,,,
97,1.2,1,0,329,266,1,609,271,,,,,,,,
96,2,1.2,0,413,91,1,523,108,,,,,,,,
96,0.4,1,0,522,838,1,423,810,,,,,,,,
91,1.8,1.4,0,462,189,1,470,255,,,,,,,,
96,0.8,1.6,0,183,761,1,741,738,,,,,,,,
97,2,1,0,559,69,1,389,48,,,,,,,,
96,2.8,1.2,0,931,0,1,0,51,,,,,,,,
96,1.2,1.2,0,449,354,1,486,439,,,,,,,,
94,1.2,1.4,0,646,472,1,294,436,,,,,,,,
97,0,1.6,0,742,20937,1,202,14847,,,,,,,,
95,2.8,1,0,906,0,1,0,10,,,,,,,,
1,1.6,1.6,0,533,3,1,411,4,,,,,,,,
98,2.4,1.4,0,0,178,1,928,23,,,,,,,,
98,3.2,1.4,0,933,0,1,0,59,,,,,,,,
97,0.4,1.2,0,529,850,1,369,905,,,,,,,,
96,0.4,1.4,0,622,941,1,320,901,,,,,,,,
98,1.2,1,0,245,272,1,671,273,,,,,,,,
97,2,1.2,0,514,92,1,421,109,,,,,,,,
97,0.4,1,0,462,846,1,491,826,,,,,,,,
92,1.8,1.4,0,224,189,1,724,255,,,,,,,,
97,0.8,1.6,0,168,771,1,766,738,,,,,,,,
98,2,1,0,646,69,1,286,49,,,,,,,,
97,2.8,1.2,0,923,0,1,0,51,,,,,,,,
97,1.2,1.2,0,423,358,1,510,442,,,,,,,,
2,1.6,1.6,0,514,8,1,406,9,,,,,,,,
95,1.2,1.4,0,559,477,1,371,438,,,,,,,,
98,0,1.6,0,860,21207,1,72,14863,,,,,,,,
96,2.8,1,0,945,0,1,0,11,,,,,,,,
99,2.4,1.4,0,0,181,1,934,23,,,,,,,,
99,3.2,1.4,0,955,0,1,0,59,,,,,,,,
98,0.4,1.2,0,614,854,1,328,921,,,,,,,,
97,0.4,1.4,0,661,945,1,280,919,,,,,,,,
99,1.2,1,0,175,279,1,771,275,,,,,,,,
98,2,1.2,0,572,93,1,361,111,,,,,,,,
98,0.4,1,0,378,858,1,565,834,,,,,,,,
98,0.8,1.6,0,184,784,1,752,742,,,,,,,,
93,1.8,1.4,0,130,197,1,803,256,,,,,,,,
99,2,1,0,687,69,1,255,49,,,,,,,,
98,2.8,1.2,0,934,0,1,0,52,,,,,,,,
98,1.2,1.2,0,363,366,1,572,443,,,,,,,,
0,2.6,1.4,0,5,0,1,6,0,,,,,,,,
3,1.6,1.6,0,427,11,1,501,11,,,,,,,,
96,1.2,1.4,0,505,481,1,432,444,,,,,,,,
99,0,1.6,0,795,21212,1,141,14893,,,,,,,,
97,2.8,1,0,927,0,1,0,11,,,,,,,,
0,3.4,1.4,0,1,0,1,0,0,,,,,,,,
0,1.4,1,0,25,0,1,24,0,,,,,,,,
99,0.4,1.2,0,632,859,1,303,930,,,,,,,,
98,0.4,1.4,0,657,953,1,242,934,,,,,,,,
99,0.4,1,0,306,873,1,612,845,,,,,,,,
99,2,1.2,0,552,93,1,389,113,,,,,,,,
0,2.2,1,0,14,0,1,7,0,,,,,,,,
94,1.8,1.4,0,134,198,1,805,257,,,,,,,,
99,0.8,1.6,0,287,796,1,649,747,,,,,,,,
99,2.8,1.2,0,932,0,1,0,52,,,,,,,,
1,2.6,1.4,0,469,2,1,477,0,,,,,,,,
99,1.2,1.2,0,234,373,1,685,444,,,,,,,,
4,1.6,1.6,0,368,16,1,573,13,,,,,,,,
0,0.2,1.6,0,55,0,1,71,0,,,,,,,,
97,1.2,1.4,0,421,485,1,508,449,,,,,,,,
98,2.8,1,0,909,0,1,0,11,,,,,,,,
1,3.4,1.4,0,944,0,1,0,0,,,,,,,,
0,0.6,1.2,0,77,0,1,71,0,,,,,,,,
1,1.4,1,0,463,2,1,487,3,,,,,,,,
0,2.2,1.2,0,8,0,1,9,0,,,,,,,,
0,0.6,1,0,71,0,1,79,0,,,,,,,,
99,0.4,1.4,0,599,962,1,343,948,,,,,,,,
1,2.2,1,0,701,0,1,248,0,,,,,,,,
0,1,1.6,0,54,0,1,51,0,,,,,,,,
95,1.8,1.4,0,207,201,1,725,258,,,,,,,,
0,3,1.2,0,4,0,1,5,0,,,,,,,,
0,1.4,1.2,0,34,0,1,31,0,,,,,,,,
2,2.6,1.4,0,434,3,1,498,0,,,,,,,,
5,1.6,1.6,0,333,22,1,601,16,,,,,,,,
1,0.2,1.6,0,404,12,1,537,11,,,,,,,,
98,1.2,1.4,0,424,490,1,503,452,,,,,,,,
2,3.4,1.4,0,937,0,1,0,1,,,,,,,,
1,0.6,1.2,0,513,6,1,425,6,,,,,,,,
99,2.8,1,0,927,0,1,0,11,,,,,,,,
2,1.4,1,0,460,4,1,484,4,,,,,,,,
1,2.2,1.2,0,467,3,1,476,1,,,,,,,,
1,0.6,1,0,401,7,1,554,10,,,,,,,,
0,0.6,1.4,0,71,0,1,82,0,,,,,,,,
2,2.2,1,0,725,0,1,223,1,,,,,,,,
1,1,1.6,0,433,6,1,498,4,,,,,,,,
96,1.8,1.4,0,371,203,1,553,260,,,,,,,,
1,3,1.2,0,452,0,1,482,0,,,,,,,,
1,1.4,1.2,0,550,5,1,394,7,,,,,,,,
3,2.6,1.4,0,279,3,1,653,0,,,,,,,,
6,1.6,1.6,0,364,26,1,580,20,,,,,,,,
2,0.2,1.6,0,393,23,1,555,18,,,,,,,,
0,3,1,0,1,0,1,1,0,,,,,,,,
99,1.2,1.4,0,422,493,1,517,452,,,,,,,,
2,0.6,1.2,0,524,15,1,414,17,,,,,,,,
3,3.4,1.4,0,932,0,1,0,1,,,,,,,,
3,1.4,1,0,440,11,1,502,6,,,,,,,,
2,2.2,1.2,0,466,4,1,477,3,,,,,,,,
2,0.6,1,0,391,19,1,547,16,,,,,,,,
1,0.6,1.4,0,422,7,1,522,10,,,,,,,,
3,2.2,1,0,651,0,1,309,2,,,,,,,,
2,1,1.6,0,445,8,1,487,18,,,,,,,,
2,3,1.2,0,573,0,1,357,0,,,,,,,,
97,1.8,1.4,0,598,206,1,328,265,,,,,,,,
2,1.4,1.2,0,622,9,1,312,11,,,,,,,,
4,2.6,1.4,0,120,6,1,804,0,,,,,,,,
7,1.6,1.6,0,405,31,1,540,21,,,,,,,,
3,0.2,1.6,0,367,35,1,580,26,,,,,,,,
0,1.4,1.4,0,36,0,1,26,0,,,,,,,,
1,3,1,0,556,0,1,389,0,,,,,,,,
3,0.6,1.2,0,532,25,1,420,24,,,,,,,,
4,3.4,1.4,0,936,0,1,0,1,,,,,,,,
4,1.4,1,0,425,11,1,524,9,,,,,,,,
3,2.2,1.2,0,483,5,1,448,4,,,,,,,,
3,0.6,1,0,454,30,1,496,23,,,,,,,,
2,0.6,1.4,0,433,17,1,503,14,,,,,,,,
4,2.2,1,0,518,0,1,415,2,,,,,,,,
3,1,1.6,0,493,11,1,448,30,,,,,,,,
3,3,1.2,0,780,0,1,150,0,,,,,,,,
98,1.8,1.4,0,769,206,1,172,268,,,,,,,,
3,1.4,1.2,0,623,11,1,315,14,,,,,,,,
5,2.6,1.4,0,76,8,1,860,0,,,,,,,,
8,1.6,1.6,0,469,34,1,479,24,,,,,,,,
4,0.2,1.6,0,394,58,1,554,36,,,,,,,,
1,1.4,1.4,0,582,2,1,358,7,,,,,,,,
2,3,1,0,584,0,1,349,0,,,,,,,,
4,0.6,1.2,0,485,29,1,477,31,,,,,,,,
5,3.4,1.4,0,930,0,1,0,1,,,,,,,,
5,1.4,1,0,413,14,1,524,15,,,,,,,,
4,2.2,1.2,0,592,5,1,336,6,,,,,,,,
4,0.6,1,0,476,35,1,471,26,,,,,,,,
3,0.6,1.4,0,447,24,1,507,22,,,,,,,,
5,2.2,1,0,469,0,1,468,4,,,,,,,,
4,1,1.6,0,522,15,1,415,36,,,,,,,,
4,3,1.2,0,853,0,1,72,0,,,,,,,,
99,1.8,1.4,0,754,208,1,169,270,,,,,,,,
4,1.4,1.2,0,628,12,1,320,17,,,,,,,,
6,2.6,1.4,0,82,9,1,862,1,,,,,,,,
9,1.6,1.6,0,576,37,1,366,24,,,,,,,,
5,0.2,1.6,0,423,74,1,519,52,,,,,,,,
2,1.4,1.4,0,570,6,1,349,17,,,,,,,,
5,0.6,1.2,0,435,36,1,513,38,,,,,,,,
6,3.4,1.4,0,941,0,1,0,1,,,,,,,,
3,3,1,0,589,0,1,361,0,,,,,,,,
6,1.4,1,0,394,16,1,550,15,,,,,,,,
5,2.2,1.2,0,768,5,1,173,9,,,,,,,,
5,0.6,1,0,502,44,1,447,36,,,,,,,,
4,0.6,1.4,0,451,38,1,491,32,,,,,,,,
6,2.2,1,0,454,1,1,478,4,,,,,,,,
5,1,1.6,0,522,18,1,433,42,,,,,,,,
5,3,1.2,0,809,0,1,120,0,,,,,,,,
0,2,1.4,0,6,0,1,10,0,,,,,,,,
5,1.4,1.2,0,586,13,1,353,21,,,,,,,,
7,2.6,1.4,0,163,9,1,768,3,,,,,,,,
10,1.6,1.6,0,643,38,1,289,30,,,,,,,,
6,0.2,1.6,0,457,90,1,484,63,,,,,,,,
3,1.4,1.4,0,497,12,1,437,21,,,,,,,,
6,0.6,1.2,0,437,48,1,506,47,,,,,,,,
7,3.4,1.4,0,924,0,1,0,1,,,,,,,,
4,3,1,0,621,0,1,326,1,,,,,,,,
7,1.4,1,0,343,19,1,590,16,,,,,,,,
5,0.6,1.4,0,499,47,1,445,39,,,,,,,,
6,2.2,1.2,0,885,6,1,58,10,,,,,,,,
6,0.6,1,0,512,46,1,427,43,,,,,,,,
7,2.2,1,0,466,1,1,474,4,,,,,,,,
6,1,1.6,0,524,26,1,417,46,,,,,,,,
6,3,1.2,0,667,0,1,271,0,,,,,,,,
1,2,1.4,0,262,2,1,681,1,,,,,,,,
6,1.4,1.2,0,536,15,1,404,26,,,,,,,,
8,2.6,1.4,0,381,9,1,565,4,,,,,,,,
11,1.6,1.6,0,633,38,1,299,37,,,,,,,,
7,0.2,1.6,0,437,100,1,512,77,,,,,,,,
4,1.4,1.4,0,461,15,1,479,24,,,,,,,,
7,0.6,1.2,0,409,55,1,532,58,,,,,,,,
8,3.4,1.4,0,934,0,1,0,1,,,,,,,,
8,1.4,1,0,325,23,1,610,18,,,,,,,,
5,3,1,0,625,0,1,320,1,,,,,,,,
7,2.2,1.2,0,906,6,1,38,11,,,,,,,,
6,0.6,1.4,0,537,56,1,409,48,,,,,,,,
7,0.6,1,0,486,53,1,470,52,,,,,,,,
8,2.2,1,0,524,1,1,435,4,,,,,,,,
7,1,1.6,0,504,33,1,441,52,,,,,,,,
7,3,1.2,0,512,0,1,428,0,,,,,,,,
2,2,1.4,0,156,6,1,766,3,,,,,,,,
7,1.4,1.2,0,441,17,1,505,29,,,,,,,,
9,2.6,1.4,0,587,9,1,354,6,,,,,,,,
12,1.6,1.6,0,567,40,1,372,42,,,,,,,,
8,0.2,1.6,0,410,113,1,537,85,,,,,,,,
5,1.4,1.4,0,485,21,1,459,27,,,,,,,,
8,0.6,1.2,0,418,64,1,519,66,,,,,,,,
9,3.4,1.4,0,932,0,1,0,1,,,,,,,,
9,1.4,1,0,363,28,1,569,18,,,,,,,,
8,2.2,1.2,0,904,6,1,39,12,,,,,,,,
7,0.6,1.4,0,532,63,1,412,57,,,,,,,,
8,0.6,1,0,427,58,1,516,61,,,,,,,,
6,3,1,0,531,0,1,416,1,,,,,,,,
8,1,1.6,0,525,41,1,422,59,,,,,,,,
9,2.2,1,0,551,1,1,381,4,,,,,,,,
3,2,1.4,0,125,10,1,805,4,,,,,,,,
8,3,1.2,0,397,0,1,535,0,,,,,,,,
8,1.4,1.2,0,347,21,1,590,32,,,,,,,,
10,2.6,1.4,0,665,10,1,270,7,,,,,,,,
13,1.6,1.6,0,406,41,1,535,45,,,,,,,,
9,0.2,1.6,0,418,131,1,518,96,,,,,,,,
6,1.4,1.4,0,522,23,1,418,34,,,,,,,,
10,3.4,1.4,0,932,0,1,0,1,,,,,,,,
9,0.6,1.2,0,461,73,1,481,72,,,,,,,,
10,1.4,1,0,424,32,1,521,19,,,,,,,,
9,0.6,1,0,384,64,1,566,63,,,,,,,,
8,0.6,1.4,0,519,69,1,430,69,,,,,,,,
9,2.2,1.2,0,870,6,1,68,12,,,,,,,,
7,3,1,0,343,0,1,595,1,,,,,,,,
9,1,1.6,0,545,46,1,398,66,,,,,,,,
10,2.2,1,0,585,1,1,347,4,,,,,,,,
9,3,1.2,0,376,1,1,541,0,,,,,,,,
4,2,1.4,0,129,13,1,808,5,,,,,,,,
11,2.6,1.4,0,618,10,1,316,10,,,,,,,,
9,1.4,1.2,0,289,25,1,663,33,,,,,,,,
14,1.6,1.6,0,228,48,1,693,50,,,,,,,,
10,0.2,1.6,0,434,144,1,502,114,,,,,,,,
7,1.4,1.4,0,525,26,1,410,41,,,,,,,,
11,3.4,1.4,0,940,0,1,0,2,,,,,,,,
10,0.6,1.2,0,462,82,1,486,80,,,,,,,,
11,1.4,1,0,432,34,1,506,24,,,,,,,,
10,0.6,1,0,371,74,1,578,67,,,,,,,,
10,2.2,1.2,0,789,6,1,131,14,,,,,,,,
9,0.6,1.4,0,493,77,1,447,74,,,,,,,,
8,3,1,0,147,0,1,784,1,,,,,,,,
10,1,1.6,0,573,51,1,345,71,,,,,,,,
11,2.2,1,0,550,1,1,399,4,,,,,,,,
10,3,1.2,0,430,2,1,510,1,,,,,,,,
5,2,1.4,0,197,21,1,735,5,,,,,,,,
10,1.4,1.2,0,238,31,1,696,36,,,,,,,,
12,2.6,1.4,0,394,12,1,500,13,,,,,,,,
15,1.6,1.6,0,175,58,1,729,53,,,,,,,,
11,0.2,1.6,0,480,159,1,458,123,,,,,,,,
8,1.4,1.4,0,517,29,1,419,45,,,,,,,,
12,3.4,1.4,0,942,0,1,0,2,,,,,,,,
12,1.4,1,0,439,36,1,497,26,,,,,,,,
11,0.6,1.2,0,469,89,1,488,82,,,,,,,,
11,0.6,1,0,382,79,1,564,70,,,,,,,,
10,0.6,1.4,0,460,85,1,481,82,,,,,,,,
9,3,1,0,77,0,1,845,1,,,,,,,,
11,2.2,1.2,0,634,6,1,308,14,,,,,,,,
11,1,1.6,0,565,56,1,343,79,,,,,,,,
12,2.2,1,0,414,1,1,493,4,,,,,,,,
11,3,1.2,0,398,2,1,554,1,,,,,,,,
6,2,1.4,0,341,26,1,591,6,,,,,,,,
13,2.6,1.4,0,141,13,1,793,13,,,,,,,,
11,1.4,1.2,0,206,36,1,735,38,,,,,,,,
16,1.6,1.6,0,198,65,1,713,55,,,,,,,,
12,0.2,1.6,0,477,172,1,457,144,,,,,,,,
9,1.4,1.4,0,525,31,1,408,48,,,,,,,,
13,3.4,1.4,0,946,0,1,0,3,,,,,,,,
13,1.4,1,0,419,37,1,518,30,,,,,,,,
12,0.6,1,0,410,84,1,526,82,,,,,,,,
12,0.6,1.2,0,428,97,1,511,92,,,,,,,,
11,0.6,1.4,0,474,91,1,466,92,,,,,,,,
12,2.2,1.2,0,374,6,1,581,15,,,,,,,,
10,3,1,0,56,0,1,882,1,,,,,,,,
12,1,1.6,0,449,64,1,418,82,,,,,,,,
13,2.2,1,0,403,1,1,498,5,,,,,,,,
12,3,1.2,0,326,4,1,608,1,,,,,,,,
7,2,1.4,0,542,29,1,398,7,,,,,,,,
14,2.6,1.4,0,102,16,1,826,13,,,,,,,,
12,1.4,1.2,0,204,43,1,737,40,,,,,,,,
17,1.6,1.6,0,261,74,1,668,58,,,,,,,,
13,0.2,1.6,0,384,197,1,535,152,,,,,,,,
10,1.4,1.4,0,560,36,1,365,50,,,,,,,,
14,3.4,1.4,0,928,0,1,0,4,,,,,,,,
13,0.6,1,0,395,93,1,553,87,,,,,,,,
14,1.4,1,0,417,39,1,528,31,,,,,,,,
13,0.6,1.2,0,368,110,1,567,96,,,,,,,,
12,0.6,1.4,0,427,100,1,518,97,,,,,,,,
13,2.2,1.2,0,229,6,1,712,15,,,,,,,,
11,3,1,0,40,0,1,902,1,,,,,,,,
13,1,1.6,0,276,73,1,659,87,,,,,,,,
