generation_number,sigma, mu,nicheidx1,amountniche1,amount_change#1,nicheidx2,amountniche2,amount_change20.0000,0.1000,0.0000,0.0000,21.0000,0.0000,1.0000,17.0000,0.0000
0.0000,0.1000,0.1000,0.0000,23.0000,0.0000,1.0000,27.0000,0.0000
0.0000,0.3000,0.1000,0.0000,139.0000,0.0000,1.0000,126.0000,0.0000
0.0000,0.3000,0.2000,0.0000,150.0000,0.0000,1.0000,144.0000,0.0000
0.0000,0.1000,0.2000,0.0000,32.0000,0.0000,1.0000,11.0000,0.0000
0.0000,0.1000,0.3000,0.0000,20.0000,0.0000,1.0000,24.0000,0.0000
0.0000,0.9000,0.2000,0.0000,449.0000,0.0000,1.0000,434.0000,0.0000
0.0000,0.5000,0.0000,0.0000,256.0000,0.0000,1.0000,259.0000,0.0000
0.0000,0.7000,0.0000,0.0000,373.0000,0.0000,1.0000,375.0000,0.0000
0.0000,0.3000,0.0000,0.0000,149.0000,0.0000,1.0000,137.0000,0.0000
0.0000,0.9000,0.1000,0.0000,452.0000,0.0000,1.0000,439.0000,0.0000
0.0000,0.5000,0.2000,0.0000,254.0000,0.0000,1.0000,285.0000,0.0000
0.0000,0.9000,0.0000,0.0000,472.0000,0.0000,1.0000,437.0000,0.0000
0.0000,0.7000,0.1000,0.0000,371.0000,0.0000,1.0000,395.0000,0.0000
0.0000,0.7000,0.2000,0.0000,401.0000,0.0000,1.0000,345.0000,0.0000
0.0000,0.5000,0.1000,0.0000,248.0000,0.0000,1.0000,290.0000,0.0000
1.0000,0.1000,0.1000,0.0000,426.0000,1.0000,1.0000,502.0000,4.0000
1.0000,0.9000,0.2000,0.0000,490.0000,7.0000,1.0000,510.0000,4.0000
1.0000,0.1000,0.0000,0.0000,493.0000,0.0000,1.0000,482.0000,0.0000
1.0000,0.1000,0.2000,0.0000,702.0000,2.0000,1.0000,234.0000,9.0000
1.0000,0.3000,0.2000,0.0000,519.0000,5.0000,1.0000,476.0000,6.0000
1.0000,0.9000,0.1000,0.0000,522.0000,2.0000,1.0000,478.0000,2.0000
1.0000,0.7000,0.2000,0.0000,504.0000,3.0000,1.0000,496.0000,47.0000
1.0000,0.9000,0.0000,0.0000,470.0000,0.0000,1.0000,530.0000,18.0000
1.0000,0.3000,0.0000,0.0000,469.0000,2.0000,1.0000,531.0000,15.0000
1.0000,0.5000,0.0000,0.0000,491.0000,0.0000,1.0000,509.0000,0.0000
1.0000,0.7000,0.1000,0.0000,500.0000,8.0000,1.0000,499.0000,4.0000
1.0000,0.3000,0.1000,0.0000,497.0000,4.0000,1.0000,500.0000,3.0000
1.0000,0.7000,0.0000,0.0000,474.0000,5.0000,1.0000,526.0000,0.0000
1.0000,0.1000,0.3000,0.0000,483.0000,5.0000,1.0000,442.0000,10.0000
1.0000,0.5000,0.2000,0.0000,495.0000,7.0000,1.0000,504.0000,3.0000
1.0000,0.5000,0.1000,0.0000,466.0000,9.0000,1.0000,534.0000,2.0000
2.0000,0.9000,0.2000,0.0000,478.0000,24.0000,1.0000,522.0000,9.0000
2.0000,0.3000,0.2000,0.0000,514.0000,12.0000,1.0000,476.0000,13.0000
2.0000,0.9000,0.1000,0.0000,471.0000,3.0000,1.0000,529.0000,29.0000
2.0000,0.1000,0.1000,0.0000,463.0000,5.0000,1.0000,475.0000,6.0000
2.0000,0.3000,0.0000,0.0000,443.0000,28.0000,1.0000,556.0000,15.0000
2.0000,0.9000,0.0000,0.0000,550.0000,78.0000,1.0000,450.0000,18.0000
2.0000,0.7000,0.1000,0.0000,478.0000,10.0000,1.0000,522.0000,12.0000
2.0000,0.1000,0.2000,0.0000,647.0000,6.0000,1.0000,234.0000,11.0000
2.0000,0.5000,0.0000,0.0000,477.0000,0.0000,1.0000,523.0000,1.0000
2.0000,0.1000,0.0000,0.0000,434.0000,0.0000,1.0000,540.0000,0.0000
2.0000,0.3000,0.1000,0.0000,497.0000,7.0000,1.0000,502.0000,5.0000
2.0000,0.1000,0.3000,0.0000,413.0000,13.0000,1.0000,484.0000,19.0000
2.0000,0.7000,0.2000,0.0000,519.0000,37.0000,1.0000,481.0000,53.0000
2.0000,0.5000,0.1000,0.0000,471.0000,16.0000,1.0000,529.0000,4.0000
2.0000,0.5000,0.2000,0.0000,497.0000,14.0000,1.0000,503.0000,13.0000
